The Book of Mormon ||| El Libro de Mormón
12 While many thousands of others truly mourn for the loss of their kindred , yet they rejoice and exult in the hope , and even know , according to the promises of the Lord , that they are raised to dwell at the right hand of God , in a state of never - ending happiness . ||| 12 Por otra parte , muchos otros miles lamentan por cierto la pérdida de sus parientes ; no obstante , se regocijan y se alegran en la esperanza , y aun saben , según las promesas del Señor , que serán levantados para morar a la diestra de Dios , en un estado de felicidad perpetua .
13 And thus we see how great the inequality of man is because of sin and transgression , and the power of the devil , which comes by the cunning plans which he hath devised to ensnare the hearts of men . ||| 13 Y así vemos cuán grande es la desigualdad del hombre a causa del pecado y la transgresión y el poder del diablo , que viene por los astutos planes que ha urdido para enredar el corazón de los hombres .
14 And thus we see the great call of diligence of men to labor in the vineyards of the Lord ; and thus we see the great reason of sorrow , and also of rejoicing — sorrow because of death and destruction among men , and joy because of the light of Christ unto life . ||| 14 Y así vemos el gran llamamiento de diligencia a los hombres para obrar en las viñas del Señor ; y así vemos el gran motivo del dolor , como también del gozo : dolor a causa de la muerte y destrucción entre los hombres , y gozo a causa de la luz de Cristo para vida .
Chapter 29 ||| Capítulo 29
Alma desires to cry repentance with angelic zeal — The Lord grants teachers for all nations — Alma glories in the Lord ’ s work and in the success of Ammon and his brethren . About 76  B . C . ||| Alma desea proclamar el arrepentimiento con celo angélico  — El Señor concede maestros a todas las naciones  — Alma se regocija en la obra del Señor y en el éxito de Ammón y sus hermanos . Aproximadamente 76  a . C .
1 O that I were an angel , and could have the wish of mine heart , that I might go forth and speak with the trump of God , with a voice to shake the earth , and cry repentance unto every people ! ||| 1 ¡ Oh , si fuera yo un ángel y se me concediera el deseo de mi corazón , para salir y hablar con la trompeta de Dios , con una voz que estremeciera la tierra , y proclamar el arrepentimiento a todo pueblo !
2 Yea , I would declare unto every soul , as with the voice of thunder , repentance and the plan of redemption , that they should repent and come unto our God , that there might not be more sorrow upon all the face of the earth . ||| 2 Sí , declararía yo a toda alma , como con voz de trueno , el arrepentimiento y el plan de redención : Que deben arrepentirse y venir a nuestro Dios , para que no haya más dolor sobre toda la superficie de la tierra .
3 But behold , I am a man , and do sin in my wish ; for I ought to be content with the things which the Lord hath allotted unto me . ||| 3 Mas he aquí , soy hombre , y peco en mi deseo ; porque debería estar conforme con lo que el Señor me ha concedido .
4 I ought not to harrow up in my desires the firm decree of a just God , for I know that he granteth unto men according to their desire , whether it be unto death or unto life ; yea , I know that he allotteth unto men , yea , decreeth unto them decrees which are unalterable , according to their wills , whether they be unto salvation or unto destruction . ||| 4 No debería , en mis deseos , perturbar los firmes decretos de un Dios justo , porque sé que él concede a los hombres según lo que deseen , ya sea para muerte o para vida ; sí , sé que él concede a los hombres , sí , les decreta decretos que son inalterables , según la voluntad de ellos , ya sea para salvación o destrucción .
5 Yea , and I know that good and evil have come before all men ; he that knoweth not good from evil is blameless ; but he that knoweth good and evil , to him it is given according to his desires , whether he desireth good or evil , life or death , joy or remorse of conscience . ||| 5 Sí , y sé que el bien y el mal han llegado ante todos los hombres ; y quien no puede discernir el bien del mal , no es culpable ; mas el que conoce el bien y el mal , a este le es dado según sus deseos , sea que desee el bien o el mal , la vida o la muerte , el gozo o el remordimiento de conciencia .
6 Now , seeing that I know these things , why should I desire more than to perform the work to which I have been called ? ||| 6 Ahora bien , en vista de que sé estas cosas , ¿ por qué he de desear algo más que hacer la obra a la que he sido llamado ?
7 Why should I desire that I were an angel , that I could speak unto all the ends of the earth ? ||| 7 ¿ Por qué he de desear ser un ángel para poder hablar a todos los extremos de la tierra ?
8 For behold , the Lord doth grant unto all nations , of their own nation and tongue , to teach his word , yea , in wisdom , all that he seeth fit that they should have ; therefore we see that the Lord doth counsel in wisdom , according to that which is just and true . ||| 8 Pues he aquí , el Señor les concede a todas las naciones que , de su propia nación y lengua , enseñen su palabra , sí , con sabiduría , cuanto él juzgue conveniente que tengan ; por lo tanto , vemos que el Señor aconseja en sabiduría , de conformidad con lo que es justo y verdadero .
9 I know that which the Lord hath commanded me , and I glory in it . I do not glory of myself , but I glory in that which the Lord hath commanded me ; yea , and this is my glory , that perhaps I may be an instrument in the hands of God to bring some soul to repentance ; and this is my joy . ||| 9 Sé lo que el Señor me ha mandado , y en ello me glorío . Y no me glorío en mí mismo , sino en lo que el Señor me ha mandado ; sí , y esta es mi gloria , que quizá sea un instrumento en las manos de Dios para conducir a algún alma al arrepentimiento ; y este es mi gozo .
10 And behold , when I see many of my brethren truly penitent , and coming to the Lord their God , then is my soul filled with joy ; then do I remember what the Lord has done for me , yea , even that he hath heard my prayer ; yea , then do I remember his merciful arm which he extended towards me . ||| 10 Y he aquí , cuando veo a muchos de mis hermanos verdaderamente arrepentidos , y que vienen al Señor su Dios , mi alma se llena de gozo ; entonces recuerdo lo que el Señor ha hecho por mí , sí , que ha oído mi oración ; sí , entonces recuerdo su misericordioso brazo que extendió hacia mí .
11 Yea , and I also remember the captivity of my fathers ; for I surely do know that the Lord did deliver them out of bondage , and by this did establish his church ; yea , the Lord God , the God of Abraham , the God of Isaac , and the God of Jacob , did deliver them out of bondage . ||| 11 Sí , y me acuerdo también de la cautividad de mis padres ; porque ciertamente sé que el Señor los libró de la servidumbre , y así estableció su iglesia ; sí , el Señor Dios , el Dios de Abraham , el Dios de Isaac , y el Dios de Jacob , los libró del cautiverio .
12 Yea , I have always remembered the captivity of my fathers ; and that same God who delivered them out of the hands of the Egyptians did deliver them out of bondage . ||| 12 Sí , siempre he recordado el cautiverio de mis padres , y ese mismo Dios que los libró de las manos de los egipcios , los libró de la servidumbre .
13 Yea , and that same God did establish his church among them ; yea , and that same God hath called me by a holy calling , to preach the word unto this people , and hath given me much success , in the which my joy is full . ||| 13 Sí , y ese mismo Dios estableció su iglesia entre ellos , sí , y ese mismo Dios me ha llamado con un santo llamamiento para que predique la palabra a este pueblo , y me ha concedido mucho éxito , en lo cual mi gozo es cabal .
